"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"farmbizmag","Farmbiz is a unique publication for the agricultural business environment in Africa and South Africa. marike@veeplaas.co.za",8118,4304,721,3119,"https://t.co/NA5llvKADv","Farmbiz magazine",2015-01-16 10:05:52,FALSE,FALSE,"farmbizmag","Centurion","en","2980904999",94,FALSE,"http://pbs.twimg.com/profile_images/969104564631887872/yCAcCR4q_normal.jpg"
"oExtreme_","N√£o fa√ßo mais parte da equipe do @WorldNetworkBr.",603,46,1198,218,NA,"Ì†ºÌ∑ßÌ†ºÌ∑∑",2017-08-15 19:08:11,FALSE,FALSE,"oExtreme_","Santo Andr√©, SP  Ì†ºÌ∑ßÌ†ºÌ∑∑","pt","897535408619347968",0,FALSE,"http://pbs.twimg.com/profile_images/945115111986905088/sGJES_wW_normal.jpg"
"Yoniceskirt_12","Hi!, I love exo, Bye.",4232,16,3224,87,NA,"EXO'thermicreactions",2018-01-14 11:46:37,FALSE,FALSE,"Yoniceskirt_12","","en","952507238329004032",0,FALSE,"http://pbs.twimg.com/profile_images/966590846882770944/ZD-cjIFJ_normal.jpg"
"adam_r007r","",49,4,29,23,NA,"adam rudmik",2017-01-06 23:25:09,FALSE,FALSE,"adam_r007r","","en","817512356322361345",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"MeckCounty","Official Twitter account for Mecklenburg County Government. View our comment policy + more details as they relate to social media use ¬ª https://t.co/Qw6RmLL0XU",18151,59719,2958,2734,"https://t.co/LuGTjs4puW","Mecklenburg County",2009-02-05 16:59:05,FALSE,TRUE,"MeckCounty","Mecklenburg County, NC","en","20164131",469,FALSE,"http://pbs.twimg.com/profile_images/748884660864835584/sm8BXb1S_normal.jpg"
"Frankie_S_III","Long Island | Manhattan Ì†ΩÌ±Ω",18956,419,10419,316,NA,"Sir Francis Bacon",2012-07-14 04:50:42,FALSE,FALSE,"Frankie_S_III","","en","635119729",0,FALSE,"http://pbs.twimg.com/profile_images/918247925360349189/pijjpibX_normal.jpg"
"breiafeck","W. T. Feck man",2912,191,10782,302,NA,"Breia Feck",2015-10-03 23:33:14,TRUE,FALSE,"breiafeck","","en","3856675222",0,FALSE,"http://pbs.twimg.com/profile_images/937569418305040384/aeHgjVWG_normal.jpg"
"DMEMEDS","",49876,45,0,59,"http://t.co/lNTrTTnhR2","DME MEDS",2014-03-24 04:16:14,FALSE,FALSE,"DMEMEDS","Chicago, IL","en","2408325476",9,FALSE,"http://pbs.twimg.com/profile_images/605591306086150145/8c7GZWFR_normal.png"
"ThinksBella","what bella thinks",14,7,0,1,NA,"Bella Thinks",2018-02-18 15:49:54,FALSE,FALSE,"ThinksBella","","en","965252038476083200",0,FALSE,"http://pbs.twimg.com/profile_images/965254468148264961/x07r-522_normal.jpg"
"tomhaberstroh","#ALSPepperChallenge. The Basketball Friends. Pack Your Knives. B/R Mag. NBA analytics / sports science / player health. Schooled at ESPN and Ì†ºÌæ©",40047,153097,3699,1096,NA,"Tom Haberstroh",2009-02-20 01:30:48,FALSE,TRUE,"tomhaberstroh","Charlotte, NC","en","21362008",4722,FALSE,"http://pbs.twimg.com/profile_images/867156776428478464/LzcQZ_Mk_normal.jpg"
"RealTrueDeviL","https://t.co/EZQPnSaVnr livestreamer, all round awesome guy, playing almost any type of game...",1630,56,9,35,"https://t.co/MG2VPrOKsv","‚ö† TrueDeviL ‚ö†",2009-09-18 15:18:48,FALSE,FALSE,"RealTrueDeviL","UK","en","75304754",3,FALSE,"http://pbs.twimg.com/profile_images/3352804237/7f8f2fcec66bf09584504442fc17cafb_normal.png"
"kenre_yoshida","God's Gift God's Glory / when i hit the freeway i catch tunnel vision the world melts away",69069,1116,184352,932,"https://t.co/DaT9wSoOOT","we in the east. Ì†ºÌº∏",2011-11-27 00:16:45,FALSE,FALSE,"kenre_yoshida","sweden twitter, ny","en","422223185",47,FALSE,"http://pbs.twimg.com/profile_images/882434985424236544/H7mJKkWN_normal.jpg"
"BroomfChrioCare","We provide fast, effective and affordable chiropractic health care services for your entire family, based in Broomfield, Colorado.
303-466-3988",522,72,14,124,"https://t.co/65qfkuCLuB","BroomfChiroCare",2016-10-03 14:44:52,FALSE,FALSE,"BroomfChrioCare","Broomfield, CO","en","782954575883931653",7,FALSE,"http://pbs.twimg.com/profile_images/783052522462203904/U_ln7GuH_normal.jpg"
"TheLastWord","Official Twitter account for @MSNBC's The #LastWord with @Lawrence O'Donnell. Tweets by @lisathefeierman. Join us: https://t.co/FAgrljLzFt",38175,914868,78,787,"https://t.co/h5WAvwZhzw","The Last Word",2010-08-24 19:11:03,FALSE,TRUE,"TheLastWord","Ì†ΩÌ≥∫ 10PM ET on MSNBC","en","182503471",3070,FALSE,"http://pbs.twimg.com/profile_images/964659978039566337/YEEq7DVS_normal.jpg"
"TeachingForMe","Because It's All About Me!",112418,135,1,65,"http://t.co/h44k44hdrj","TeachingForDotMe",2011-12-06 01:15:05,FALSE,FALSE,"TeachingForMe","","en","429483684",159,FALSE,"http://pbs.twimg.com/profile_images/1676327472/001_normal.JPG"
"TruthBizNews","Lover of God, Country, Family. From the heart.",7467,228,5764,313,NA,"TruthBizNews",2013-12-13 16:24:03,FALSE,FALSE,"TruthBizNews","","en","2244144583",16,FALSE,"http://pbs.twimg.com/profile_images/588376465302913025/m4s2f6GR_normal.jpg"
"C_lucas_ffc","021‚Ä¢ @FluminenseFC Desde 21 de julho de 1902 ‚Ä¢17y‚Ä¢",9943,585,7443,352,NA,"tricoLucas",2015-09-05 18:28:09,FALSE,FALSE,"C_lucas_ffc","Miami Beach, FL","pt","3558058697",1,FALSE,"http://pbs.twimg.com/profile_images/967886949003522048/itTAtRrA_normal.jpg"
"HornyFlare","Hi I'm a Victini~ My Love Ì†ΩÌ≤û: @MotherlyRenamon Mistress: @SlutySofi Trainers: @MamaLusamine @DefloweredLily Alt account: @LewdThorny",2476,441,1558,194,"https://t.co/rxpxXCJAlA","Orange and AppleÌ†ºÌΩèÌ†ºÌΩäÌ†ΩÌ≤ï",2017-06-04 20:55:52,FALSE,FALSE,"HornyFlare","Tied up wearing a ball gag~Ì†ΩÌ≤ó","en","871470581690060801",12,FALSE,"http://pbs.twimg.com/profile_images/971018781567995905/2MsDREA2_normal.jpg"
"JanDeBelie","Passionate pharmacist. Vice Chair Health Workforce Planning committee @healthparl. Interested in EU & BE health policy. Views are personal.",620,375,711,703,"https://t.co/6NHfWjjsSt","Jan De Belie",2016-02-21 12:44:30,FALSE,FALSE,"JanDeBelie","Gent, Belgi√´","nl","701387017201049600",7,FALSE,"http://pbs.twimg.com/profile_images/930046104435126272/uQ7W3q0V_normal.jpg"
"We3Crabs","Mama's seeking fun activities, product reviews and easy recipes welcome! Alaska, adventure and fun! we3crabs@gmail.com http://t.co/AEZu690VHz",27950,6852,1606,4132,"http://t.co/AEZu690VHz","Erica@We 3 Crabs",2012-09-08 02:58:41,FALSE,FALSE,"We3Crabs","Juneau, AK","en","810057188",244,FALSE,"http://pbs.twimg.com/profile_images/897725123377147904/kZAmWQ-m_normal.jpg"
"pietvM1","",54277,1021,2000,4991,NA,"TSHEPO   MODISE",2014-08-24 12:52:29,FALSE,FALSE,"pietvM1","","en","2762329544",139,FALSE,"http://pbs.twimg.com/profile_images/947065090343407616/VxbP_I_n_normal.jpg"
"UlrichDemello","‚ù§Ô∏èÌ†ΩÌ≤ö",417,221,283,137,NA,"Ulrich",2018-01-11 13:15:50,FALSE,FALSE,"UlrichDemello","","pt","951442530402537472",0,FALSE,"http://pbs.twimg.com/profile_images/970498485987479553/X415rgEz_normal.jpg"
"Heyy__Gorgeouss","I‚Äôm gorgeous,duhÌ†ΩÌ≤ÅÌ†ºÌøΩ‚Äç‚ôÄÔ∏èÌ†ΩÌπÉThe Mermaid BarbieÌ†ºÌæÄ Tupac lover since ‚Äò93Ì†ΩÌ∂§ IGÌ†ΩÌ≥∏: heyy__gorgeous |SnapÌ†ΩÌ±ª:heyyygorgeouss #GOGREENÌ†ΩÌ≤ö",1335,112,577,256,NA,"Little MermaidÌ†æÌ∑úÌ†ºÌøΩ‚Äç‚ôÄÔ∏è",2017-02-03 12:16:21,FALSE,FALSE,"Heyy__Gorgeouss","Detroit, MI","en","827490907469598720",0,FALSE,"http://pbs.twimg.com/profile_images/955165496088973319/J4O-CPNq_normal.jpg"
"cbfrasier13","",52108,622,73971,551,NA,"Claire Beauchamp",2012-10-04 14:29:47,FALSE,FALSE,"cbfrasier13","","en","861489878",4,FALSE,"http://pbs.twimg.com/profile_images/841675403957747713/yGMFLgib_normal.jpg"
"SplatAndCo","We are an ecopunk lifestyle brand providing edgy but cute fashions in that are all originals and/ or hand made. Dryer balls, merino knitwear, and more",3040,284,34,416,"http://t.co/ad459pg82m","SplatAndCo",2013-06-14 03:38:42,FALSE,FALSE,"SplatAndCo","Kelowna BC","en","1515201128",37,FALSE,"http://pbs.twimg.com/profile_images/378800000013958877/af141619aaa6ca1260a2f3184bc96c7c_normal.jpeg"
"looking4gothgf","I don't know what I'm doing anymore",1404,90,7197,155,NA,"Preacher",2017-05-26 03:12:53,FALSE,FALSE,"looking4gothgf","","en","867941581172740096",0,FALSE,"http://pbs.twimg.com/profile_images/962443983292125185/U7QYZvhu_normal.jpg"
"Aging_Research","Dedicated to accelerating scientific discoveries & their application to vastly improve the universal human experience of aging & health. RTs  ‚â† endorsements",19349,6310,2420,1430,"http://t.co/Ie3znoWdFI","Aging Research",2011-09-16 13:54:01,FALSE,FALSE,"Aging_Research","Washington, DC","en","374535316",320,FALSE,"http://pbs.twimg.com/profile_images/907627246755524608/o2BIw_Wm_normal.jpg"
"wonpilharmonic","ult bias lee seokmin | 1004 | multifandom | she/her | i will cry about any and every one of my biases",971,29,155,144,NA,"cici",2017-01-04 06:24:34,FALSE,FALSE,"wonpilharmonic","","en","816530744205930496",0,FALSE,"http://pbs.twimg.com/profile_images/966162099289255937/8VrcyP_9_normal.jpg"
"HaywardHealthyH","Hayward Healthy Home strives to help homeowners recognize and follow through with what it means to have a truly healthy home",401,37,0,7,"http://t.co/1fgdKdTQw3","Hayward Healthy Home",2014-04-23 16:50:52,FALSE,FALSE,"HaywardHealthyH","California","en","2459992148",4,FALSE,"http://pbs.twimg.com/profile_images/488787601482981377/Y1ty1m3i_normal.jpeg"
"PrimaryCare4um","Coordinator of the European Forum for Primary Care (EFPC)",2357,1867,333,932,"http://t.co/Scww78jp0r","EUPrimaryCareForum",2010-07-09 22:05:03,FALSE,FALSE,"PrimaryCare4um","Utrecht, The Netherlands","en","164835748",73,FALSE,"http://pbs.twimg.com/profile_images/1739557977/EFPC-logo-4-k_nieuwe_versiel_normal.jpg"
"brunin_pere","11.10.2017",3920,233,1275,691,NA,"homem da Ana ‚ù§",2011-09-30 21:40:08,FALSE,FALSE,"brunin_pere","Na sua @anaÌ†ΩÌ∏â‚ù§","pt","382889386",0,FALSE,"http://pbs.twimg.com/profile_images/959231379438530560/FBsARk4b_normal.jpg"
"mahda_lizzama","Sejatinya ibadah adalah privasi bukan publikasiÌ†ΩÌ±å",1021,407,71,702,NA,"mahda_al-ghozaly",2012-03-17 05:48:35,FALSE,FALSE,"mahda_lizzama","pati","en","527138220",0,FALSE,"http://pbs.twimg.com/profile_images/928296394904936448/mScQhXLH_normal.jpg"
"PGEU","Representing European Community Pharmacists",1246,1702,593,451,"http://t.co/3kNTXNucLf","PGEU",2012-01-09 14:06:49,FALSE,FALSE,"PGEU","Brussels","en-gb","459292439",39,FALSE,"http://pbs.twimg.com/profile_images/662577829121531904/PBD7YGPm_normal.png"
"PCC_Jobs","Innovative #headhunting for the #Pharmaceutical, #Biotechnology, #Healthcare and #LifeSciences sectors
No stone unturned",371,423,49,406,"https://t.co/rEuOIYaxdH","PCC Jobs",2012-12-21 15:04:10,FALSE,FALSE,"PCC_Jobs","Powys, Wales","en","1026564835",9,FALSE,"http://pbs.twimg.com/profile_images/938719381298724864/xIU5QRKs_normal.jpg"
"PatientFirst","Patient First puts the patient first with convenient locations, convenient hours and non-appointment care for all services.",10176,1090,611,1131,"http://t.co/8XzMdw67sn","Patient First",2009-09-28 17:03:29,FALSE,FALSE,"PatientFirst","","en","78063589",27,FALSE,"http://pbs.twimg.com/profile_images/910239055664893952/DfBgTTT-_normal.jpg"
"DrRobertGlatter","ER Physician, Lenox Hill Hospital/Forbes/CBS News/Medscape EM Editor/Former NY Jets Sideline MD/DR 911(https://t.co/DdtPoE6r84) Physician for @nbcolympics @rio2016",26416,4868,20941,5326,"https://t.co/FKAKfy6Rz2","Dr. Robert Glatter",2012-04-26 12:35:39,FALSE,FALSE,"DrRobertGlatter","New York City","en","563691118",544,FALSE,"http://pbs.twimg.com/profile_images/3205354709/e86606d63be3687e090f032669e80d53_normal.jpeg"
"h_boob1","Love and let live, Views are personal, want to serve society. My id contains my surname, Believer in New India #SankalpSeSiddhi #Mission 360",20189,433,1212,1993,NA,"Harish Boob",2010-04-16 11:28:11,FALSE,FALSE,"h_boob1","vadodara","en","133687169",16,FALSE,"http://pbs.twimg.com/profile_images/957876665673289728/SX_OdJKX_normal.jpg"
"CplBart","AONavy/11BArmy Greatest threat to America r Politicians they are the true Terrorist to this Nation",101486,1840,83220,1056,NA,"Dark Meat",2015-06-11 01:18:05,FALSE,FALSE,"CplBart","","en","3241822958",322,FALSE,"http://pbs.twimg.com/profile_images/764581324875194368/FOjnOU1p_normal.jpg"
"mabricio11","021.FFC /snap: mabriciofrotta",2532,493,2603,383,NA,"Fabr√≠cio Motta",2015-06-02 12:48:22,FALSE,FALSE,"mabricio11","Rio de Janeiro, Brasil","pt","3306538821",0,FALSE,"http://pbs.twimg.com/profile_images/969698732584456193/XqNLZ9nf_normal.jpg"
"LaGryphon","",6617,229,10937,370,NA,"Dani Bryant",2016-12-04 23:04:23,FALSE,FALSE,"LaGryphon","","en","805548331648724992",2,FALSE,"http://pbs.twimg.com/profile_images/805587133696131072/nSahRbK9_normal.jpg"
"WebMD","WebMD and our medical team bring you the most trust-worthy and timely health news and information.",31679,2952723,4800,404,"https://t.co/J4ycwUdOS2","WebMD",2009-03-23 01:43:59,FALSE,TRUE,"WebMD","USA","en","25928253",9915,FALSE,"http://pbs.twimg.com/profile_images/771386734760386562/-cRW6ixT_normal.jpg"
"diamondlita2014","queen/adventurer/trend setter",58571,383,188447,571,NA,"Diamond Lita",2016-05-27 00:04:52,FALSE,FALSE,"diamondlita2014","","en","735985083694350337",3,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"elainebranco2","My Secret/ Meu Segredinho Ì†ΩÌ∏ò
Brasileira, eu amo sexo, bissexual, interracial adoro.

Brazilian, bisexual, interracial love‚ò∫Ô∏èÌ†ΩÌ∏öÌ†ΩÌ≤ãÌ†ΩÌ≤¶",617,135,5883,576,NA,"Elaine Fatima Branco",2017-05-13 01:49:02,FALSE,FALSE,"elainebranco2","Santa Catarina, Brazil","pt","863209438454439936",2,FALSE,"http://pbs.twimg.com/profile_images/957041832764018694/o6wrfUTB_normal.jpg"
"tw_labofine","Labofine is a government-accredited analytical laboratory testing services provider for a broad range of industrial, institutional and governmental agencies.",1455,474,1,493,"https://t.co/CWhqiMKeTC","Labofine",2014-10-07 19:21:46,FALSE,FALSE,"tw_labofine","Montr√©al, Qu√©bec","en-gb","2844414692",5,FALSE,"http://pbs.twimg.com/profile_images/705056359520178177/V0QuqjgW_normal.jpg"
"erniebluegrass","I'm here to drink milk and lick ass - and I'm all out of milk.",1525,29,451,50,NA,"Ernie Blues",2017-02-16 15:04:49,FALSE,FALSE,"erniebluegrass","Charleston, SC","en","832244346619621382",0,FALSE,"http://pbs.twimg.com/profile_images/942060147630858240/b_prjWwb_normal.jpg"
"mkhellsternyah1","",909,20,731,17,NA,"mkhellstern@yahoo.com",2018-02-10 20:35:36,FALSE,FALSE,"mkhellsternyah1","United States","en","962424835694612480",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"SenJaneNelson","Budget writer, businesswoman, former teacher, UNT grad, grandmother, wife, proud Republican representing District 12.",2113,8495,444,809,"https://t.co/lJxwkzQmj1","Senator Jane Nelson",2010-02-08 21:57:38,FALSE,FALSE,"SenJaneNelson","SD 12","en","112543508",327,FALSE,"http://pbs.twimg.com/profile_images/785553150736343040/zRglP8G4_normal.jpg"
"kennedygarrett_","I'm a queen crowned in my curls. Ì†ΩÌ±ë",6804,205,9500,185,NA,"KennedyÌ†ΩÌ∏ò",2016-11-08 16:13:40,FALSE,FALSE,"kennedygarrett_","Georgia, USA","en","796022889262809088",1,FALSE,"http://pbs.twimg.com/profile_images/969625345346490369/PGz3EZPO_normal.jpg"
"ZenEternal","In Hoc Signo Vinces. TLM. #Molenlabe",37034,182,22538,173,NA,"Eternal Zen",2011-12-12 00:18:34,FALSE,FALSE,"ZenEternal","","en","434534346",2,FALSE,"http://pbs.twimg.com/profile_images/956217111508144128/yBY9EQ-o_normal.jpg"
"NTSlive","Worldwide music platform and live radio",61236,56921,21953,4213,"https://t.co/YyTpMnMZhX","NTS Radio",2011-01-19 23:04:34,FALSE,FALSE,"NTSlive","London, England","en","240439135",719,FALSE,"http://pbs.twimg.com/profile_images/874223773322551297/xcgp3jrq_normal.jpg"
"_NextPLEASE_","Pressure makes diamonds, not hugs. | Act right, or get left. Follow my mind on its path to success Ì†ΩÌ≤ØÌ†ΩÌ±çÌ†ºÌøΩ",33408,378,18842,271,NA,"‚ö°Ô∏èCROWN THE KING Ì†ΩÌ≤¶Ì†æÌ¥¶Ì†ºÌøΩ‚Äç‚ôÇÔ∏è",2011-09-17 04:17:50,FALSE,FALSE,"_NextPLEASE_","","en","374889099",4,FALSE,"http://pbs.twimg.com/profile_images/925741609052004353/Yal2_3SL_normal.jpg"
"DenisStYves1","Canadian Politics US Politics US News Politics World News. lil-castro is a total idiot- Canada for Canadians.  Naziberalism is a severe mental disorder.",728,75,306,186,NA,"Ì†ºÌ∑®Ì†ºÌ∑¶ Picouille Ì†ºÌ∑®Ì†ºÌ∑¶   ¬ª¬ª¬ª Anti lil-castro ¬´¬´¬´",2018-02-20 00:41:07,FALSE,FALSE,"DenisStYves1","Canada","en","965748112223625216",7,FALSE,"http://pbs.twimg.com/profile_images/970844515547406336/nQR-OGL8_normal.jpg"
"mynameisweston","dirty socialist potato. Ì†ºÌøâ",744,140,1811,218,NA,"Weston Foster",2016-09-06 14:59:31,FALSE,FALSE,"mynameisweston","Rockville, MD","en","773173790964580352",2,FALSE,"http://pbs.twimg.com/profile_images/966799738828967937/0VpmX8bT_normal.jpg"
"Yokasay","",5764,148,2038,297,NA,"IOKASAAAAAY",2017-02-01 23:25:05,FALSE,FALSE,"Yokasay","","pt","826934426831581184",0,FALSE,"http://pbs.twimg.com/profile_images/964927044667826176/7iJu-KW-_normal.jpg"
"SobaFett","‚ÄúAn enviable lunatic! One for whom a pebble has value must be surrounded by treasures wherever he goes‚Äù P√§r Lagerkvist, The Dwarf     he/him",8872,242,28492,397,NA,"Keep Hoping Machine Running",2008-06-30 01:47:14,FALSE,FALSE,"SobaFett","Somerville, MA","en","15275079",6,FALSE,"http://pbs.twimg.com/profile_images/965790063157227520/mTOidIdJ_normal.jpg"
"TheArkhamNight","",1202,55,32467,67,NA,"JVarg",2015-04-30 23:47:34,FALSE,FALSE,"TheArkhamNight","","en","3181085696",0,FALSE,"http://pbs.twimg.com/profile_images/593927120667029504/EqlBRecI_normal.jpg"
"MinecraftPockts","Download the minecraft pocket edition apk right now",1360,117,1126,1431,"https://t.co/eLFOEy7fJp","Minecraft: Pocket Edition",2018-01-02 12:54:00,FALSE,FALSE,"MinecraftPockts","United States","en","948175544578842624",1,FALSE,"http://pbs.twimg.com/profile_images/948176004836552704/meUMc35g_normal.jpg"
"killasgrande","",1965,26,2764,21,NA,".",2015-04-11 12:49:11,FALSE,FALSE,"killasgrande","","en","3156235588",0,FALSE,"http://pbs.twimg.com/profile_images/952838099876433920/hqGYgRoJ_normal.jpg"
"AmandaThienTu","",163832,170,4,78,NA,"Amanda Thien-Tu",2016-10-04 04:44:06,FALSE,FALSE,"AmandaThienTu","","en","783165775037202432",20,FALSE,"http://pbs.twimg.com/profile_images/786439256277258240/grGOnCY__normal.jpg"
"KatelynnIsborn","Tyson's girlÌ†ΩÌ±ë",9235,468,5673,361,NA,"K8",2014-11-29 07:20:13,FALSE,FALSE,"KatelynnIsborn","","en","2913442088",1,FALSE,"http://pbs.twimg.com/profile_images/960759271464947713/1GFASZcb_normal.jpg"
"refinerstouch","Cambodia 2001-2015. Home renovator.",111,29,137,90,"https://t.co/fKWzfaQVZg","Refiner's Touch",2014-01-12 07:03:35,FALSE,FALSE,"refinerstouch","","en","2287760906",0,FALSE,"http://pbs.twimg.com/profile_images/944978842153865216/BoEPquPl_normal.jpg"
"YESWomensNtwk","A trusted resource for learning, sharing, and community.",2778,22924,483,19166,"https://t.co/8oawicSJlA","Sheila J Davis",2013-09-08 01:16:07,FALSE,FALSE,"YESWomensNtwk","Utah, USA","en","1794195842",467,FALSE,"http://pbs.twimg.com/profile_images/954823535997825024/cu3NMPp8_normal.jpg"
"hergoodness","Funny, Flirtatious, Fabulous ~ oh! and completely delightful Ì†ΩÌ≤ã https://t.co/mmFLzflRGq",47201,9384,49486,3618,"https://t.co/qfFhCN2fkk","~ ‚ù£Ô∏è Efficacious ‚ù£Ô∏è ~",2017-01-07 16:20:35,FALSE,FALSE,"hergoodness","Lingering in the moment","en","817767899033202688",130,FALSE,"http://pbs.twimg.com/profile_images/970461698565005312/1jk0Llo6_normal.jpg"
"JanetVanGilder","",22083,1169,31780,1892,NA,"Janet Van Gilder",2009-09-05 17:57:26,FALSE,FALSE,"JanetVanGilder","Portland, OR","en","71855366",81,FALSE,"http://pbs.twimg.com/profile_images/900055858612117505/qBPG4RG__normal.jpg"
"ABlumberga","imperfectly perfect vintage lover",1841,81,22,19,"https://t.co/JSUy8gi3hA","andablum",2012-09-13 09:02:12,FALSE,FALSE,"ABlumberga","Norge - Latvia","en","821160348",19,FALSE,"http://pbs.twimg.com/profile_images/920311417403838465/sQpT9Nve_normal.jpg"
"kbaron131","",20906,336,22308,237,NA,"Karen Baron",2015-01-23 12:48:39,FALSE,FALSE,"kbaron131","Vermont","en","2994054777",31,FALSE,"http://pbs.twimg.com/profile_images/657211700630986752/jh9V4J9r_normal.jpg"
"Theuncdodger","",11840,555,167,934,NA,"Roger L. Harrell",2010-12-16 19:27:27,FALSE,FALSE,"Theuncdodger","","en","227407583",9,FALSE,"http://pbs.twimg.com/profile_images/2482357854/d3nah5y93sk24cin5hx3_normal.jpeg"
"JarrettStepman","Politics, history, and the Oakland A's. Contributor, @Dailysignal (@Heritage). Jarrett.Stepman@dailysignal.com. Married to @InezFeltscher.",9228,2727,6410,1920,"https://t.co/KeKuAGbBGN","Jarrett Stepman",2011-03-16 00:32:21,FALSE,TRUE,"JarrettStepman","Washington, D.C.","en","266893944",86,FALSE,"http://pbs.twimg.com/profile_images/841349839715721216/7qlpuIXf_normal.jpg"
"MedicalEmperor","Global networking of medical professionals, doctors & patients worldwide in Biotech, Pharmaceutical, Medical, Healthcare, Biopharma, and Life Science",54475,1533,0,1870,"http://t.co/G9JQWyREWi","Medical Emperor ,",2010-08-23 02:31:56,FALSE,FALSE,"MedicalEmperor","San Ramon, CA","en","181799662",131,FALSE,"http://pbs.twimg.com/profile_images/1183548353/logo_ME_normal.png"
"jdawson38995","Psychology graduate  of the University of Michigan-Flint. Currently in Grad School at Wayne State University. Outspoken liberal with a passion for science.",9588,87,200,24,NA,"John Dawson",2011-08-05 03:52:46,FALSE,FALSE,"jdawson38995","Detroit Michigan ","en","348864589",11,FALSE,"http://pbs.twimg.com/profile_images/595822551873560577/Ejju9UMy_normal.jpg"
"NjoraGeorge","But blessed are those who trust in the Lord and have made the Lord their hope and confidence.
Jeremiah 17:7",3540,344,3180,515,NA,"George Njora",2014-02-01 18:17:22,FALSE,FALSE,"NjoraGeorge","Nairobi ","en","2318519217",0,FALSE,"http://pbs.twimg.com/profile_images/965222263938338816/1kAJdijW_normal.jpg"
"MrsCBreezy1989","‚ô´‚ô´She was in my Math class, long hair, brown skin with a fat ass ‚ô™‚ô´‚ô©‚ô¨",24536,361,50,214,"https://t.co/y9AvMLj5js","Jojo Perez",2009-01-22 04:41:04,FALSE,FALSE,"MrsCBreezy1989","Burbank, CA","en","19326222",4,FALSE,"http://pbs.twimg.com/profile_images/932733295976071168/8_UoV96C_normal.jpg"
"nastyw0men","karate chopping the cliches and norms",31893,374,15325,372,NA,"mads",2011-12-25 17:46:21,FALSE,FALSE,"nastyw0men","da ghetto, WA","en","446405678",4,FALSE,"http://pbs.twimg.com/profile_images/960419132633006082/k0JVQ9vz_normal.jpg"
"LeltaWww","Lover of life & our beautiful planet & so called creative writer : Cycling is my passion Ì†ΩÌ∫≤  KATUSHA 2018 Ì†ΩÌ≤ã‚ô¶",2862,11,285,18,NA,"Lelta LaShawnRagland",2014-01-14 20:56:15,FALSE,FALSE,"LeltaWww","jacksonville,Florida","en","2291685282",6,FALSE,"http://pbs.twimg.com/profile_images/595560594180337664/lap_hYKv_normal.jpg"
"Little_Bear_4","AnimalÌ†ΩÌ∞é NatureÌ†ºÌº± Movie loverÌ†ºÌæ• Harrison FordÌ†ºÌΩ™Ì†ºÌøÉ Fernando AlonsoÌ†ΩÌ∫¶Ì†ΩÌ∫óÌ†ΩÌ≤®Ì†ºÌøÅ fan

Forever indebted to the Doctors & Nurses who have saved my mothers life Ì†ΩÌ≤ë",9511,361,13155,352,NA,"Beck",2015-07-17 05:29:04,FALSE,FALSE,"Little_Bear_4","England, UK Ì†ºÌ∑¨Ì†ºÌ∑ß","en","3379965700",15,FALSE,"http://pbs.twimg.com/profile_images/940870052399677443/sjBgcoys_normal.jpg"
"NotKovach","Offering unpopular opinions daily | in longer form here: @dailytarheel @politicsNC @carolinapolrev",16228,540,13214,714,"https://t.co/4JN4oc4Y8x","Kirk",2011-04-18 00:17:55,FALSE,FALSE,"NotKovach","Chapel Hill","en","283765919",1,FALSE,"http://pbs.twimg.com/profile_images/923750029487112193/oOUVcKr8_normal.jpg"
"sabslovers","SABRINA FOLLOWED ON FEBRUARY 08 2018 Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ≤ûÌ†ΩÌ≤ûÌ†ΩÌ≤ûÌ†ΩÌ≤ûÌ†ΩÌ≤û THANKYOU SO MUCH I LOVE YOU @sabrinaAnnlynn",686,162,1270,177,"https://t.co/VsGbrqBZ2a","Bemnet Ì†ºÌ∑™Ì†ºÌ∑π",2017-06-11 10:17:02,FALSE,FALSE,"sabslovers","carpenter land","en","873846529009885184",0,FALSE,"http://pbs.twimg.com/profile_images/945328980835684357/ZcRpllFr_normal.jpg"
"joshivikas48","I love india and indian congress",13827,145,10441,140,NA,"‡§Ö‡§®‡•Ç‡§™‡§ó‡§¢‡§º ‡§ï‡•ã‡§Ç‡§ó‡•ç‡§∞‡•á‡§∏",2017-10-23 07:06:15,FALSE,FALSE,"joshivikas48","Rajasthan Sri Ganganagar ","en","922358488541442049",0,FALSE,"http://pbs.twimg.com/profile_images/923230993036673024/amwEd-oQ_normal.jpg"
